paths,true_labels,labels
data/raw/img_3500.jpg,3,
data/raw/img_3501.jpg,5,
data/raw/img_3502.jpg,8,
data/raw/img_3503.jpg,9,
data/raw/img_3504.jpg,6,
data/raw/img_3505.jpg,7,
data/raw/img_3506.jpg,3,
data/raw/img_3507.jpg,3,
data/raw/img_3508.jpg,2,
data/raw/img_3509.jpg,0,
data/raw/img_3510.jpg,7,
data/raw/img_3511.jpg,3,
data/raw/img_3512.jpg,7,
data/raw/img_3513.jpg,1,
data/raw/img_3514.jpg,4,
data/raw/img_3515.jpg,2,
data/raw/img_3516.jpg,1,
data/raw/img_3517.jpg,4,
data/raw/img_3518.jpg,2,
data/raw/img_3519.jpg,2,
data/raw/img_3520.jpg,3,
data/raw/img_3521.jpg,1,
data/raw/img_3522.jpg,0,
data/raw/img_3523.jpg,0,
data/raw/img_3524.jpg,9,
data/raw/img_3525.jpg,8,
data/raw/img_3526.jpg,4,
data/raw/img_3527.jpg,0,
data/raw/img_3528.jpg,2,
data/raw/img_3529.jpg,4,
data/raw/img_3530.jpg,1,
data/raw/img_3531.jpg,4,
data/raw/img_3532.jpg,2,
data/raw/img_3533.jpg,4,
data/raw/img_3534.jpg,8,
data/raw/img_3535.jpg,3,
data/raw/img_3536.jpg,9,
data/raw/img_3537.jpg,5,
data/raw/img_3538.jpg,6,
data/raw/img_3539.jpg,5,
data/raw/img_3540.jpg,9,
data/raw/img_3541.jpg,6,
data/raw/img_3542.jpg,6,
data/raw/img_3543.jpg,2,
data/raw/img_3544.jpg,1,
data/raw/img_3545.jpg,7,
data/raw/img_3546.jpg,7,
data/raw/img_3547.jpg,4,
data/raw/img_3548.jpg,6,
data/raw/img_3549.jpg,2,
data/raw/img_3550.jpg,3,
data/raw/img_3551.jpg,2,
data/raw/img_3552.jpg,9,
data/raw/img_3553.jpg,3,
data/raw/img_3554.jpg,8,
data/raw/img_3555.jpg,9,
data/raw/img_3556.jpg,5,
data/raw/img_3557.jpg,2,
data/raw/img_3558.jpg,2,
data/raw/img_3559.jpg,8,
data/raw/img_3560.jpg,7,
data/raw/img_3561.jpg,1,
data/raw/img_3562.jpg,2,
data/raw/img_3563.jpg,8,
data/raw/img_3564.jpg,5,
data/raw/img_3565.jpg,2,
data/raw/img_3566.jpg,3,
data/raw/img_3567.jpg,7,
data/raw/img_3568.jpg,2,
data/raw/img_3569.jpg,5,
data/raw/img_3570.jpg,4,
data/raw/img_3571.jpg,8,
